Track ID,Title,Artist,Album,Release Year,Genre,Duration (s),Popularity,Energy,Danceability,Valence
track_51,Song 51,Artist 24,Album 245,2023,Reggaeton,357,76,0.4035330694002426,0.05111238530197659,0.31207900557815815
track_52,Song 52,Artist 338,Album 129,2023,Rock,244,81,0.8926058837393005,0.7261908332225044,0.30810889580290557
track_53,Song 53,Artist 355,Album 293,2023,Country,236,67,0.0735717094995626,0.6280188142651523,0.16388942405758933
track_54,Song 54,Artist 135,Album 55,2023,Rock,348,1,0.9118462358307682,0.6293028353060236,0.600200887716107
track_55,Song 55,Artist 329,Album 272,2023,Hip-hop,290,54,0.16040379512640013,0.5121163881155245,0.4529845280142686
track_56,Song 56,Artist 247,Album 275,2023,Jazz,128,60,0.38563357443003965,0.5362405864899343,0.6233752512831657
track_57,Song 57,Artist 204,Album 74,2023,Rock,359,41,0.9160514521362862,0.23108197614821102,0.7757535441671198
track_58,Song 58,Artist 390,Album 125,2023,Reggaeton,171,14,0.27647026376785167,0.3227088026948405,0.5248599210944483
track_59,Song 59,Artist 12,Album 120,2023,Jazz,247,69,0.6486173976516241,0.5070813609981141,0.18946171555484947
track_60,Song 60,Artist 468,Album 278,2023,Reggaeton,175,15,0.22108760394126958,0.24815922273797475,0.8566298168503664
track_61,Song 61,Artist 186,Album 256,2023,Reggaeton,157,66,0.5974784703849979,0.781937000837201,0.8064063002887125
track_62,Song 62,Artist 360,Album 181,2023,Classical,276,33,0.02894859975002062,0.25751343050415143,0.8763653625664357
track_63,Song 63,Artist 271,Album 55,2023,Pop,368,93,0.726614736155204,0.27660926060495405,0.25857339964256154
track_64,Song 64,Artist 40,Album 82,2023,Rock,143,82,0.17884721848563745,0.13553135956962836,0.30372150186816205
track_65,Song 65,Artist 289,Album 172,2023,Electronic,319,15,0.6080332932270229,0.2667651187365291,0.2822926369068075
track_66,Song 66,Artist 337,Album 71,2023,Pop,389,66,0.9033925108249535,0.7127466558689088,0.6815911825076488
track_67,Song 67,Artist 230,Album 195,2023,Country,320,38,0.8450819285603166,0.3745429891843557,0.1001821678318251
track_68,Song 68,Artist 30,Album 297,2023,Country,183,37,0.20508803287669986,0.663549387758147,0.9089954202910191
track_69,Song 69,Artist 384,Album 104,2023,Hip-hop,194,38,0.5368527142948631,0.775192617060852,0.724842910663863
track_70,Song 70,Artist 9,Album 225,2023,Classical,243,51,0.583324304357022,0.9885203530040274,0.9806580844756596
track_71,Song 71,Artist 488,Album 64,2023,Hip-hop,181,27,0.10508829409363019,0.4287444236956438,0.6720013639716705
track_72,Song 72,Artist 376,Album 178,2023,Pop,142,29,0.7185670907808451,0.876501572310989,0.9153145384512744
track_73,Song 73,Artist 104,Album 285,2023,Country,174,19,0.5375580829819886,0.6267700187168032,0.10654411189790691
track_74,Song 74,Artist 347,Album 7,2023,Hip-hop,159,28,0.6241539082058742,0.7303529228906458,0.19335357365874672
track_75,Song 75,Artist 223,Album 18,2023,Country,395,88,0.44256809669466035,0.4517266395241091,0.9722107205235464
track_76,Song 76,Artist 430,Album 86,2023,Electronic,180,96,0.6604289501653788,0.9948417162301254,0.14954101557931676
track_77,Song 77,Artist 241,Album 244,2023,Classical,398,15,0.9683617210484012,0.698625679999888,0.5029768196528369
track_78,Song 78,Artist 94,Album 230,2023,Hip-hop,292,74,0.5397097424620377,0.006873170664849382,0.49135579844165556
track_79,Song 79,Artist 327,Album 175,2023,Country,231,63,0.5100560916523338,0.1738177354039394,0.23100545797281924
track_80,Song 80,Artist 454,Album 182,2023,Pop,393,26,0.16063600603252237,0.4246178694814039,0.2227406237927948
track_81,Song 81,Artist 79,Album 57,2023,Reggaeton,373,18,0.3034897280292189,0.39218391903886507,0.7300821820774738
track_82,Song 82,Artist 236,Album 126,2023,Jazz,320,18,0.8344489871356447,0.6375896519165535,0.9421536108556138
track_83,Song 83,Artist 234,Album 35,2023,Pop,375,50,0.00720116938706461,0.199999166609915,0.25104665235366996
track_84,Song 84,Artist 494,Album 101,2023,Pop,263,66,0.27046502286064145,0.8120454761984666,0.31771950048167674
track_85,Song 85,Artist 253,Album 176,2023,Reggaeton,319,53,0.47567562842170963,0.8523995000504111,0.9157966621210081
track_86,Song 86,Artist 73,Album 88,2023,Electronic,192,24,0.9752018061157419,0.48246444025793767,0.8901461879303662
track_87,Song 87,Artist 208,Album 115,2023,Reggaeton,122,27,0.08145935069062404,0.4645121432051108,0.3619937871981376
track_88,Song 88,Artist 255,Album 67,2023,Rock,186,94,0.18764581029036065,0.1978778435862414,0.7437201936729695
track_89,Song 89,Artist 432,Album 87,2023,Country,335,28,0.41776067812325957,0.6240429503789213,0.6353144029626605
track_90,Song 90,Artist 283,Album 221,2023,Hip-hop,290,96,0.022088268629109398,0.5690354090357723,0.24430491027536827
track_91,Song 91,Artist 303,Album 169,2023,Reggaeton,123,59,0.4793605866620616,0.8867963093473887,0.6765148799479872
track_92,Song 92,Artist 405,Album 47,2023,Hip-hop,313,10,0.5528362207182319,0.5389878492653009,0.903201725387973
track_93,Song 93,Artist 438,Album 270,2023,Country,308,16,0.350611159039974,0.5195363343778665,0.2913555409273828
track_94,Song 94,Artist 109,Album 85,2023,Reggaeton,212,60,0.021083602624199393,0.8428458615163759,0.25844966511686873
track_95,Song 95,Artist 191,Album 95,2023,Reggaeton,147,56,0.03758579476359636,0.2746090414921064,0.40344863182274826
track_96,Song 96,Artist 263,Album 176,2023,Pop,269,7,0.6589086908550222,0.4796619834228468,0.4361993600993258
track_97,Song 97,Artist 269,Album 92,2023,Electronic,247,91,0.48894035176308603,0.4470869349458416,0.4201906193123698
track_98,Song 98,Artist 426,Album 3,2023,Hip-hop,285,74,0.21397635775819046,0.8713339814059676,0.4001460505459127
track_99,Song 99,Artist 91,Album 127,2023,Pop,183,59,0.07909699649368496,0.5007779091857919,0.21310956853988694
track_100,Song 100,Artist 200,Album 119,2023,Jazz,339,61,0.6777555847576446,0.011361092673656037,0.5103212804621594
track_101,Song 101,Artist 461,Album 36,2023,Pop,319,0,0.7679688120739275,0.22668129256892688,0.7333437768051306
track_102,Song 102,Artist 9,Album 82,2023,Pop,142,62,0.6790106900436372,0.8406260143852317,0.002678685501819933
track_103,Song 103,Artist 169,Album 289,2023,Jazz,301,55,0.16821639152048828,0.22025265598412713,0.35173503085848123
track_104,Song 104,Artist 75,Album 174,2023,Rock,210,39,0.854943399707895,0.7150080571078575,0.11562194444514695
track_105,Song 105,Artist 230,Album 232,2023,Hip-hop,359,43,0.4020854382407706,0.2583479573372486,0.7226236918321084
track_106,Song 106,Artist 13,Album 224,2023,Country,123,58,0.6282462341098973,0.1146521712412284,0.2511112947150783
track_107,Song 107,Artist 402,Album 245,2023,Reggaeton,336,78,0.22976487839272686,0.8596580400489797,0.5189934253882967
track_108,Song 108,Artist 346,Album 126,2023,Pop,134,70,0.11869278465067834,0.9502016095144272,0.5712624971092404
track_109,Song 109,Artist 398,Album 243,2023,Hip-hop,138,51,0.02432676453112359,0.18087805822228875,0.20301709685138492
track_110,Song 110,Artist 144,Album 226,2023,Classical,216,43,0.133290121012412,0.01172373675902505,0.22149357006216297
track_111,Song 111,Artist 410,Album 39,2023,Hip-hop,230,26,0.9352474977898012,0.4047696563523756,0.8834899595294446
track_112,Song 112,Artist 483,Album 282,2023,Country,218,60,0.3119358121200645,0.7368734908198992,0.07426976229081317
track_113,Song 113,Artist 488,Album 295,2023,Hip-hop,264,64,0.6463848026955713,0.0743791910507754,0.0674062288051741
track_114,Song 114,Artist 387,Album 231,2023,Rock,247,53,0.9335332168128817,0.2892133060735528,0.9808272603690923
track_115,Song 115,Artist 168,Album 43,2023,Reggaeton,226,51,0.6403225829287925,0.5413170823143509,0.5348083568180292
track_116,Song 116,Artist 254,Album 132,2023,Classical,302,68,0.8492004261035239,0.34175150957938727,0.2143733033449119
track_117,Song 117,Artist 261,Album 161,2023,Jazz,321,36,0.7451059856193282,0.2540834103898263,0.11341840331158937
track_118,Song 118,Artist 368,Album 206,2023,Reggaeton,182,72,0.6094963091677426,0.2548815646244419,0.6145562134546361
track_119,Song 119,Artist 77,Album 202,2023,Reggaeton,295,55,0.036221233918964035,0.02102458392630191,0.6633026367218832
track_120,Song 120,Artist 231,Album 31,2023,Rock,378,46,0.3186044665910017,0.046400865703572935,0.6098043055897099
track_121,Song 121,Artist 222,Album 95,2023,Pop,296,78,0.05544330015657217,0.1279178152736432,0.45678854983938233
track_122,Song 122,Artist 78,Album 12,2023,Pop,161,14,0.37663908748447994,0.023140351509206347,0.017129033512085723
track_123,Song 123,Artist 467,Album 119,2023,Rock,319,3,0.08217031010441955,0.40112712998888345,0.052807348993496483
track_124,Song 124,Artist 137,Album 74,2023,Pop,277,1,0.37936166972609353,0.54504936787651,0.6310139092152816
track_125,Song 125,Artist 405,Album 26,2023,Reggaeton,255,93,0.9458260521613522,0.6153144346039126,0.6073456622642556
track_126,Song 126,Artist 127,Album 215,2023,Electronic,282,72,0.5228991936443006,0.6493159380374415,0.9574347855934292
track_127,Song 127,Artist 229,Album 64,2023,Reggaeton,341,35,0.7805830356294202,0.15307329815211823,0.34569608650314243
track_128,Song 128,Artist 371,Album 49,2023,Rock,280,33,0.19895594252152438,0.044755357544865815,0.4149070312968076
track_129,Song 129,Artist 219,Album 79,2023,Jazz,204,56,0.870711428259218,0.4666688227339132,0.9433447082363576
track_130,Song 130,Artist 235,Album 280,2023,Rock,237,50,0.7338746055503125,0.20368283994070824,0.4564010820251787
track_131,Song 131,Artist 93,Album 88,2023,Pop,281,74,0.37784949001858026,0.7314700006798304,0.4716121890965791
track_132,Song 132,Artist 291,Album 154,2023,Reggaeton,348,29,0.6815995450805775,0.3531209543071644,0.1121226164706357
track_133,Song 133,Artist 16,Album 13,2023,Reggaeton,322,26,0.3853866566904359,0.729342772511454,0.1072181444361835
track_134,Song 134,Artist 411,Album 114,2023,Classical,308,86,0.25632231305996134,0.524682949632025,0.5869414472866656
track_135,Song 135,Artist 311,Album 189,2023,Jazz,183,59,0.658223008715652,0.535546880223576,0.06050179210606266
track_136,Song 136,Artist 457,Album 188,2023,Rock,335,48,0.11460926069273814,0.25126917146851435,0.44256293130317836
track_137,Song 137,Artist 396,Album 277,2023,Jazz,184,94,0.34154628131198606,0.03342468541325461,0.14660969719081196
track_138,Song 138,Artist 309,Album 231,2023,Pop,231,98,0.6328797894335717,0.15649150269292367,0.30989180826086593
track_139,Song 139,Artist 99,Album 87,2023,Hip-hop,384,59,0.29688471120268134,0.9644426585367326,0.612746119257943
track_140,Song 140,Artist 225,Album 136,2023,Classical,218,69,0.41471584994621125,0.49430234698956377,0.06865332267453272
track_141,Song 141,Artist 324,Album 165,2023,Jazz,317,86,0.7614134540595894,0.4720753282009721,0.3258233263485224
track_142,Song 142,Artist 13,Album 110,2023,Classical,250,56,0.621831832858635,0.409722011599742,0.29078194412612035
track_143,Song 143,Artist 303,Album 205,2023,Hip-hop,361,80,0.5340637327397297,0.3927709945016009,0.7264712563816392
track_144,Song 144,Artist 294,Album 74,2023,Rock,197,6,0.0816075345241063,0.3573104214804881,0.25543592571695795
track_145,Song 145,Artist 285,Album 191,2023,Pop,378,60,0.07638635965487428,0.5116147329056784,0.43849255648142516
track_146,Song 146,Artist 34,Album 71,2023,Rock,258,18,0.10120296542154827,0.3022485443370735,0.34246075005355514
track_147,Song 147,Artist 251,Album 182,2023,Country,265,33,0.345412837605404,0.9935088474194385,0.3436471435225841
track_148,Song 148,Artist 491,Album 280,2023,Pop,337,35,0.6429361866790889,0.7425440110879663,0.6582598077754406
track_149,Song 149,Artist 247,Album 243,2023,Reggaeton,157,72,0.9361400669359078,0.5077304130666754,0.39768174572693626
track_150,Song 150,Artist 122,Album 124,2023,Pop,343,42,0.781554949717515,0.8636551240957545,0.2881267920082433
track_151,Song 151,Artist 357,Album 275,2023,Classical,385,51,0.780537138717425,0.7205721747460283,0.4856497469656168
track_152,Song 152,Artist 251,Album 300,2023,Jazz,304,42,0.9949560555660246,0.8123059618609977,0.9606189709170523
track_153,Song 153,Artist 32,Album 129,2023,Reggaeton,247,12,0.6565608346122934,0.5111758894116347,0.8117337167259115
track_154,Song 154,Artist 395,Album 236,2023,Classical,166,67,0.9170555840609603,0.8185707368059587,0.569973921643674
track_155,Song 155,Artist 179,Album 147,2023,Reggaeton,152,12,0.2413865081375236,0.9158203918947698,0.5788635207534665
track_156,Song 156,Artist 294,Album 3,2023,Rock,214,86,0.9404313683933692,0.9981913145978832,0.04366249952928947
track_157,Song 157,Artist 91,Album 118,2023,Rock,398,35,0.5808752737790854,0.25332460666844037,0.16863571646690223
track_158,Song 158,Artist 203,Album 126,2023,Jazz,303,82,0.9035418912669914,0.9600718899917454,0.8972186769559238
track_159,Song 159,Artist 317,Album 11,2023,Jazz,305,97,0.9704603560683579,0.4684946736471288,0.2669321882831994
track_160,Song 160,Artist 44,Album 138,2023,Reggaeton,354,74,0.8700464279376687,0.5182904509677481,0.03376024383000076
track_161,Song 161,Artist 91,Album 265,2023,Country,205,19,0.951414846670707,0.7247468087809801,0.3272421493657689
track_162,Song 162,Artist 357,Album 120,2023,Pop,274,59,0.2608052531828209,0.7078124370024059,0.16105876219660453
track_163,Song 163,Artist 2,Album 276,2023,Pop,189,35,0.27133684757120935,0.07561222149148195,0.03438652237079787
track_164,Song 164,Artist 41,Album 18,2023,Country,270,7,0.6832761873579443,0.9718210634241586,0.47869086175142594
track_165,Song 165,Artist 257,Album 269,2023,Country,229,30,0.17200801497362495,0.10768709149510769,0.8974373056070047
track_166,Song 166,Artist 176,Album 247,2023,Electronic,257,15,0.2644968583549754,0.40149795543738886,0.6324905250247554
track_167,Song 167,Artist 321,Album 128,2023,Hip-hop,207,59,0.6227931318673048,0.3872888668514409,0.5118292330751728
track_168,Song 168,Artist 209,Album 38,2023,Pop,318,95,0.23951472165361898,0.24692979336292076,0.05590328442366932
track_169,Song 169,Artist 261,Album 112,2023,Classical,158,64,0.5143510554566697,0.7066215084054593,0.0819312193918299
track_170,Song 170,Artist 143,Album 289,2023,Reggaeton,360,63,0.6546875556259328,0.704791081318037,0.27550495602826397
track_171,Song 171,Artist 447,Album 222,2023,Country,219,2,0.6493660206136529,0.7039799074850721,0.40863803665966514
track_172,Song 172,Artist 422,Album 285,2023,Jazz,391,17,0.8936924478538515,0.3775768924764129,0.23989573518194163
track_173,Song 173,Artist 18,Album 184,2023,Classical,336,38,0.16011229302839214,0.19621996922601537,0.5778917781285815
track_174,Song 174,Artist 119,Album 3,2023,Pop,137,9,0.23928396753732883,0.6090959678186734,0.0107206489065369
track_175,Song 175,Artist 204,Album 168,2023,Jazz,312,9,0.6208870382318274,0.21963214168167622,0.9197514207236768
track_176,Song 176,Artist 142,Album 145,2023,Hip-hop,380,24,0.7235368811400767,0.688985137242011,0.08512935648707287
track_177,Song 177,Artist 342,Album 60,2023,Rock,153,45,0.801234843130867,0.7939338864065734,0.5539930285850316
track_178,Song 178,Artist 145,Album 143,2023,Rock,143,48,0.6298448359658527,0.2220254739070141,0.3764742793899739
track_179,Song 179,Artist 119,Album 56,2023,Rock,157,100,0.5410201674342267,0.33034619234143725,0.6530848954109424
track_180,Song 180,Artist 110,Album 163,2023,Jazz,131,56,0.2905165286808604,0.6485238677905794,0.17702577216777793
track_181,Song 181,Artist 456,Album 280,2023,Electronic,311,6,0.5787535723074309,0.37290824373004927,0.9288006667999172
track_182,Song 182,Artist 318,Album 67,2023,Electronic,162,58,0.10226863138106279,0.034605656232133186,0.03151459928982636
track_183,Song 183,Artist 122,Album 162,2023,Electronic,201,56,0.22066904250787378,0.475524758601765,0.653396100028633
track_184,Song 184,Artist 453,Album 119,2023,Hip-hop,394,88,0.47836678436711744,0.2793196642808633,0.7769925339006254
track_185,Song 185,Artist 73,Album 102,2023,Pop,230,1,0.9848941008337105,0.6535249646246626,0.9068083660413001
track_186,Song 186,Artist 180,Album 131,2023,Rock,331,45,0.6493711131806456,0.9383510923083683,0.2507654305186826
track_187,Song 187,Artist 238,Album 45,2023,Hip-hop,255,94,0.4240753692670768,0.29593121380485377,0.1711225192991508
track_188,Song 188,Artist 251,Album 227,2023,Rock,269,83,0.698804839972657,0.2633538245312227,0.7934463697766758
track_189,Song 189,Artist 275,Album 197,2023,Rock,147,64,0.21350862937534,0.9185005581460478,0.5284497815013907
track_190,Song 190,Artist 337,Album 103,2023,Reggaeton,283,47,0.5267410088172335,0.22410808998465692,0.38473647083430773
track_191,Song 191,Artist 63,Album 231,2023,Rock,144,39,0.7411549626789267,0.8929758962478785,0.8771694699722149
track_192,Song 192,Artist 162,Album 75,2023,Pop,212,76,0.9856610480618576,0.6280826812444386,0.3406132335790971
track_193,Song 193,Artist 348,Album 199,2023,Electronic,291,49,0.6473561478883851,0.667453207662996,0.9362719637579445
track_194,Song 194,Artist 112,Album 275,2023,Classical,171,70,0.6233928407895368,0.7757838146843712,0.10714295590340817
track_195,Song 195,Artist 117,Album 298,2023,Country,253,37,0.8129532700935912,0.03972320233139459,0.09673933453697747
track_196,Song 196,Artist 112,Album 162,2023,Classical,273,13,0.9741654769058109,0.9773357702905638,0.8178764696024835
track_197,Song 197,Artist 478,Album 22,2023,Rock,218,70,0.25149310942685177,0.361966553694967,0.15351490932700373
track_198,Song 198,Artist 265,Album 225,2023,Pop,272,44,0.029563733365247313,0.24717333907682626,0.22766078149219737
track_199,Song 199,Artist 47,Album 299,2023,Country,261,82,0.017407990752347002,0.1517406290001707,0.4842464832712544
track_200,Song 200,Artist 196,Album 250,2023,Hip-hop,307,18,0.4846560398144727,0.8025046019518777,0.29041682762277665
track_201,Song 201,Artist 55,Album 273,2023,Classical,385,4,0.6577817760364768,0.2193717348953047,0.7786856530779136
track_202,Song 202,Artist 481,Album 254,2023,Rock,374,100,0.12427507110107183,0.042013495558939296,0.5095817320435254
track_203,Song 203,Artist 34,Album 36,2023,Electronic,272,25,0.19064918756010152,0.03372614814514652,0.15063584358329707
track_204,Song 204,Artist 202,Album 101,2023,Rock,369,46,0.19653603610528503,0.642553143760898,0.22955194851069483
track_205,Song 205,Artist 247,Album 265,2023,Hip-hop,320,94,0.2938749356759467,0.6048794742969418,0.010941222239438053
track_206,Song 206,Artist 408,Album 172,2023,Country,231,49,0.5235455824039503,0.816382632416542,0.025458814419042186
track_207,Song 207,Artist 329,Album 6,2023,Reggaeton,146,15,0.5440913407544983,0.9362371122341965,0.4669294247131005
track_208,Song 208,Artist 26,Album 276,2023,Hip-hop,259,36,0.5758812983739866,0.04695736272101625,0.0618478892751797
track_209,Song 209,Artist 253,Album 132,2023,Reggaeton,294,66,0.5344871565273669,0.7298177331094172,0.2124240679069893
track_210,Song 210,Artist 9,Album 174,2023,Electronic,399,43,0.11348715773169704,0.6917061146697993,0.8528059957177009
track_211,Song 211,Artist 384,Album 233,2023,Jazz,123,62,0.5825356838640726,0.20518840515900305,0.18226728729562336
track_212,Song 212,Artist 284,Album 87,2023,Jazz,310,33,0.27591156089649305,0.9800154683409787,0.8135644455887391
track_213,Song 213,Artist 269,Album 98,2023,Country,398,76,0.09228426912319243,0.6675784742350681,0.8163909423122041
track_214,Song 214,Artist 127,Album 72,2023,Hip-hop,265,24,0.09477103189136382,0.9541350673146061,0.5857453856858835
track_215,Song 215,Artist 273,Album 104,2023,Jazz,273,94,0.2699620530314941,0.9925732275834022,0.560347668689702
track_216,Song 216,Artist 28,Album 279,2023,Reggaeton,244,77,0.5301116895934707,0.6632494031057676,0.7351678210095647
track_217,Song 217,Artist 54,Album 208,2023,Jazz,186,12,0.07739896555261205,0.7100650901628298,0.6298577522425379
track_218,Song 218,Artist 6,Album 129,2023,Reggaeton,175,92,0.2869452032184826,0.3766950951806497,0.04153719527295463
track_219,Song 219,Artist 139,Album 98,2023,Electronic,120,53,0.7773504196420241,0.6678742222654604,0.7431100705597374
track_220,Song 220,Artist 99,Album 291,2023,Country,235,68,0.9765456224334071,0.03551938323071613,0.2497844770597596
track_221,Song 221,Artist 299,Album 217,2023,Hip-hop,167,73,0.8331785978914317,0.18718668737063604,0.8281267110348518
track_222,Song 222,Artist 386,Album 10,2023,Rock,371,38,0.762998962840689,0.3487826471175335,0.24123735749502062
track_223,Song 223,Artist 306,Album 87,2023,Electronic,242,3,0.8119282856122401,0.14268480735028655,0.4016306591194788
track_224,Song 224,Artist 310,Album 259,2023,Country,222,8,0.06818590585199336,0.3616590655224897,0.09899524539005411
track_225,Song 225,Artist 247,Album 117,2023,Country,303,87,0.3532415637064126,0.6008267175739893,0.3706556706300832
track_226,Song 226,Artist 277,Album 10,2023,Electronic,178,87,0.5149778797781094,0.7820529037042973,0.42325294885758036
track_227,Song 227,Artist 26,Album 2,2023,Reggaeton,312,60,0.22281470403469117,0.4467282078628496,0.512532245512022
track_228,Song 228,Artist 297,Album 243,2023,Hip-hop,268,0,0.4627778200545566,0.9373409708760095,0.12346785738853716
track_229,Song 229,Artist 306,Album 28,2023,Electronic,164,74,0.4148960946248387,0.7347511722428681,0.20267242028473886
track_230,Song 230,Artist 206,Album 243,2023,Country,132,83,0.9170916258599258,0.714609466430964,0.17862530698645462
track_231,Song 231,Artist 152,Album 215,2023,Hip-hop,309,69,0.5089279076044475,0.05517433034275632,0.5420678047020127
track_232,Song 232,Artist 113,Album 259,2023,Classical,247,91,0.2335324725668083,0.20829765048932392,0.7709653531134899
track_233,Song 233,Artist 481,Album 255,2023,Country,369,38,0.8922353176734268,0.26272347782189076,0.5778282905431731
track_234,Song 234,Artist 25,Album 85,2023,Jazz,276,67,0.7202776753475765,0.5962518264576506,0.6452687587840027
track_235,Song 235,Artist 315,Album 123,2023,Jazz,381,61,0.12494503077275232,0.846268248498511,0.42279512478831915
track_236,Song 236,Artist 265,Album 84,2023,Rock,185,41,0.6188386411303521,0.4814373985834206,0.44620297243883256
